파일,정답
a3102e652788bc57cccea83b79004d1deb9880979f782a57fa55b19f0f8748d9,1
6e022abd452baef832baeb0bbaef58c15111d6669fe385881d151443a1189498,1
3a7990a8f9522c04835fbdf00cc044d7fda7702ba13bfce331db5fd9b41862bb,0
e43eb403bfa8d578f893504be0d4da1f5283fa9143723cd9599be0e3ba0fea3f,1
2348a77830472a6f1058bd5137237a931faaabba9bcf50c3cc245e2ece2cb7cc,1
ef146e2846e599412237f6cc1910a94602521efde05b48ad9d280fd08a8f33e9,0
700c5ff79fd3ffe93b7cf87e0442414cd760ee2efef183c6be26691163279616,1
563b3efa82da04235f4c7f6fde6c1cce467b6325d280ccc8fcd3a323d8b91be8,1
9b4264a74325712aa3cb8fdbf17aac6ba7582558dc81fa950988f46bf92d7cb0,1
5be24b436ba379a1fc36cc1fd8b5ac68aeb093a4e63aa140f93349e1f2794df5,0
9811bec718cc12bed855184e20995ea3921fa6e0c7af0c4fa69f60e53e3c4430,1
bb000d324d181983061f2fcd423e4a9c1e7160706c2b3e2a910c0b011afe0531,1
e5bc67be656d810520a3ee22fb267bb6193d63c17b6892e0a2846cbcda930cb4,0
3585bd6ff6dc436ab25018e2189739e22fcfe1a35e0d8a0f45734b940c6b3501,1
81933b9c467a6c50a99dbaf509ef33e9836b7c717ea0f5e6e943f34da200101b,1
5f75562fbc18e978e0a9115cc66cc26715734e2635cc1776b6393d70a919fe4f,1
de2ad063c3c6182a56e8a5219c7dfd7a276a6f851746d60ba8b191d252df1492,0
4dfb2698450bfe5b734af2b5b157180a7574941cdb4787627853090057a932c5,0
4ce992858aeac53a06f8a4100095dd51ef89cff0a50a7c72b98b32ff4f23fe02,0
e77b612186381bd9da6e33a79f7903098711039b5f1da0975c1b35b41e30b5ba,1
8923a0572a8a856a9f534e43c062fa91ee26a337a51f10861e6bbb72fac06100,1
a8121b54bd6acc8e7c1246e9f1319c0d757749c7e1ee832f91cd9155fba81e31,1
64e8bfd736d3d501a513e5f0dd7fbf98cef17247fd49ecff85d60b3945ad821b,1
75f678004ffa936868ed85961063a08e3f9eb3a94f8f2074f5a4df874c442776,1
ab0db607a775edb3119a68c72ec065602cbd9ac87ee9089e442ef112bd01f00d,0
2f3eb51eced975bebd3de8c4229a3f223593df3b289a4e0cdf71fac584cfe87b,0
e7ad3cefeff17824337cd302ff0ce09990c2a71cf1d5d8fb2bdb6c6e394b40d7,0
0a53e8bbaeafacb83a17cbd75065fcf2ae1607fa40e73221f8fe52c73eaaadff,1
c30585cc109dcddcc3219c42c40a170abf4c3e85e5b17596fe38ef2a568e27b3,1
a76c2d9002999ad919e577e0d2fb0bac3967c00e98030a35f8e71d43acf5bd3a,1
6456f445cd445debfc1db47e0e678204bdf717a8bb36eb3123f25e0324831aa5,1
42f84623f9abd730cfb083bf0483ea21a7e77f17ed0fe18465ea3c4473f94fb5,0
257d94b3974a4df31dd04f1493351baf68260fafbcf6eadcdbf375602f78c34c,1
50d3542068f1040e3c2aedd28249137b8dc062f40309240141c63faa3cc89ec8,1
7e37a8a91d44f61a534ffa63cdcc519ad23e8817ec25d3bc9304329fd630d535,1
3757821ca6a9bff7c6b402243596d24be8db0c23b30d7239833de9386f98a824,1
4ebf8f6274906929a542ef2b69da44a9cd38c2b47ec24189d74cfd1a7513f4c4,1
f27ad516f40a173143cc44c7813e8e819e47e80ecdbecff11fb377cbc3866cd1,0
5f96acbd51efa594b9f9cccfee13eca5798ebbbd714ff0f6622f237e6be6127e,1
8ff5355141a9221e7d13180999ad146297a7205018848be511ec16e0ddfdd664,1
de5fea36f88291a7ea7b9a73c3d87cfb00ddac763e0ada9bae024baf23cff060,0
b82d8f4b33148a302720a44e3ffc1140d362b2e189930b81d0812af2ed8d2723,1
7f83d82b3e0479d9781cc901f629d5258ed39188a3e6d18999ee4588f34cff75,1
7e41da573376495be856eab3161e3987c7191b27d5b4f85f37ef12659466def4,1
b0465075e5c83f6b4a94db7b73ea27bc9ef54611495100f5a04b85030fba8f09,1
149f0ba591eabbff1f40e1923a9b3bfc46954fea0d02a303bc527f3097e8b0c3,1
ea9037868213b92eef82008a3a52bf7c5b1098bbcfb085dd7be009c5034bd86b,0
8e6f28faa7badc593af08a0a03e198d752758e4a9eb00add07fb2685bbf1ed1b,1
b6e380ac084579d355e6cace3e450a1bde772a22171b064e41a4a45c3e561e5c,0
7a31e1ae3d09e9610b19f586ed2408f30332671a6a72a2214a598a128afd8aea,1
3d588f33bcbc60cad725417f96ea753d6f3d16656a0127e714f2a10de355da2c,1
1c38802750a0e0aaf09baef49786472f584d33019916e515c3bd799e4884ef9a,1
cd648d068f77c990d6363563362ea5e49580cf7acbacd613beae46fcd2b10720,1
650e049342843bda07b9db99ede894749ad4a2bcee141f79b0d3782c327d5052,0
a5d62e1857f561d59f8292e1755a90824652346072abcc2616795fb38cd4d700,1
f223079f5d61fb4f194d1cfa793c0798c6fa053ea950df9c37eb907688a3edd3,0
9512d0e40b26cfb2a9e14d8ea314e793927313644cae520b72592b12a34cb3be,1
a5608aec4a29538bb7d8d568e05e046cebdc9913abe20e2c2f27858d214d5bf2,0
e79cffb8cabf650444cd2b09c80e7dd218a862f4201aa2cb50b217b3e0015266,1
ba492bc16c846651b9d4f5a4f43fc7d05f584c6d0ae445a639ad911b2b404b38,1
830bc859403435afd0e835cd94bb73cd4f9b0ae0ebf2f6e6c931e410516f3bd6,1
1e3def20ca3355b610773b47efb0429880de318c7bf74e79242125f49baf821c,1
ffe658dd02a681e364cf7c9ab1cc8e59875f4d05993ab7f6f5caf7e76622cfe0,0
55e2ea480625cbda3b596523130034caa635861c9eaffbaf03f410de5f0ffaf5,0
35de6eb7fdef5f75d5e9390e67a2c12ad7129d3541fd16422683221890c681a9,1
6e3f0d09a6d42e1dce01b96facfc1e3f7aaca5899abc8f7ed098f6ba05268bdf,1
7ea9655cdf857f1a2fe6a30e5d17ca0b1551be7b02d0f871ea8f02f85643c662,1
4ca498e32408f83573d0015e5a80f98854cf1c972a2ffb87b5e134598c39b0de,1
5c24873e8d0965cc5a9eae8e221311acf4c4b9e8585db19ec59edae74fe2ed80,1
5c4328a8ab162b7d676e44d9132b3d1acbe03a07e0c16c6a96621871730fc330,0
db68b57db7cac9ab2bde1c7499141d091f78fd08995df44e5727abe20a8fad21,1
ad7bdb4a0e88f675e2935cc99c771f620d916ff567c30b3b3759e1b7bbd50c82,1
bf1f5eb05fe0013cf850f85a8b0561be6013afa33d91e5a9fe5f37e2f57be44d,1
08b79fb7b547626f83e5d4ec260e5c6fb8edb9bcb938e6daeffc2337e760a9af,1
7d49a58f8f6266067f39716a7bdf34136453d9735757ab1e2939d766f5aad90e,0
57ce059efc7280fbf7ec8f86b998d673bb4d4fd16100994fcaf0ed981fb43009,1
601fbd433a7f2ec95f67bfa4108cf88a55cc47b0d93f22be4bad6b1eb0f43c8b,1
7981f34d287ff28e2410dbc9a1e485eca01b9fb150c5edf7cb17b210cd064e30,0
e83f222660eba7cf4fa31b6a39c714555836175190ddc31db2e62226407f96aa,1
d84ba2a06ee28bc99a1c2853499b8872bae35e55b7ebb72c178c4432c5f47589,0
2e2cb32329f97f11b9926cf7026a1a56f2f6ad2f5124f329f0bcde111a411794,1
6664171c37a9502e91a09b48c8903ea517e2db0c4ff3c366316760de6d994a1e,1
81fb2903c0d19c4ba73116868d9f55dd4d05b5faaf87870902998d53eb1255c9,0
727fcbae26eea62bc47a4746234bdc7daed1ff17b775499e1231a0e7ae9e6a1a,0
b9690036cd94a5b9bb6eeeaa9c176085cc58a7e782a650da6a378fc3ea032444,1
5b41930380c2bff8159999a942599a09312a9ea572d6215e3e6af8fe66e378d3,0
7f3dc47c47b6e15b31ea1677b142a522180e1f74e9789212ec608dbe45140aee,1
4a8a17b333e031ee254b9b9c61d79fcbb58c80bfae0fd40decf87613257bae52,0
f71ca9af0dac364d23c2f692e0d6acbb9d18cfcebd29a99501b5d674efa790b5,1
ab9081fdbfedc3801eeb7c8078fc570d1df40e75dbb4613d8954e6f747d795b7,1
5f9a269f4bf9b29da42e75fa76fac9ae94ac9600f88f0296e3956dbd0b575ecc,0
a9fa8e5d1b2cb04e3ed1141de90de8d7bc515b90945881fee967cb9764a1929e,1
a7865100274050195ca753a44ac5005645d9bf28c9a02a4e48744ae51a1ea3e1,0
9ec49851681632fd8323ec03ed2bdf94a1b96ae8ddb33c431544ca43aee97d57,0
5f44b9b66ebf6a265795b1938a50dc796d27a6d572f68d0972eeeffe12486780,1
dae2560d073a82b166d358bf96d16b5d0d4b630264f3c82c31b758f19ca45eec,1
cbe1daa29b11679b54042af5dd3f2e3984fd7a0939618c82cfa398e7147976e0,1
116c2efb0c4c1ace60ff0e20a2b4532e0b7d81270639214c310992a34e1d5efa,1
52b5322f190f79bfb910c6bc43351be7bbb5fdeda2c88c3795ebf8fe6249989f,0
46ef9087129e457f1d1832158be8c4341a2ed4526265e55aa3a0227bbcd4e2f9,1
ccdfbe369753057e0c069c9b1b00c085aae52ea0a199a121a0a4a2ec56464305,0
e03fc7c8b0afb978024aee12d035cc727c0648a06fcb59fbf5b3c678094a89b3,1
f5f21bdcbdfa01cfecf101291f9347459d1858738c75f50c78e1f0d988aea95a,1
b3ad9bbe69871a0b0280c1d6a27d7e464983ea7e8ef69f33c6def2a685eb08fc,1
8ebffc8aa25a00109bd0ab1a7685276f326621fff729ca3078c1a4f15140f7bc,1
466f36cbbfe9e087166fe181b6ac32433d335439d62d52ed77128eee3ebe6c6c,1
588221800c18c59f1d6d2c3478f8ac47c8160fb394c75513bb58457292c98354,0
9a2f535a8f0eb22ff0298afc0a11f39faa644aca68bd618f15f03d1ec0097809,1
305a3de3f4ed98b26097763a09c425f7523ac5c69b95440c821a8afd830490e3,0
b88b915c40896fc261b14a3f5e62a4ba4dfdd0ef307e6ba1553b7e6af959dc4e,1
ca5b2f2d52fd8e7ddeac47beeb2f77600f3e46bfde98e787a2749b9a49609e8a,1
5ec49fba2fb7ca51e7bce0674d97a73ae63684298c38ad062e950bf6296e157f,0
98c49bddb09f64d756830ac9cb199910fdbe006f3e14f3bd508c82aba4a46b70,1
55e0d06db03239bcfce9bd71aa9cc575d99fd76cd19ac62c3434da3a486743c1,1
180c9698d1a671ec0552b29b488b16eee2cf63d8845f9f9bea3eda8b083751f5,0
60ffdf231a3f994bc516316b7ebada4bc03fb59a25e87f54d8c8a012163b2fb0,1
b0d5e23c870f7d2634af643f053ad205ea5e681153d09e583c59882ad11bc6bc,0
41f3f331305f9773270eb312fae163f1e120758ff0e0b040e125d59355e31157,1
f165e573666283bb78283d5687c7bcfd788b308178123d0fc54cb8fd6ce0c91b,1
f5b58364160389d16e7828592330f69beaaba2789772133b3bd44cdee86e29be,1
e6f39265d04e7ab05f94b151d25601cdb9c8683c64b1474ef1f7c39c9439e3eb,0
c424bb7fdbf8da357f8be1c0a0f110acc13c212235685de7e4c9f5bd7f6aa657,1
f7d00967d588991d6c4c913392cae57c51eeca618493331ec92d907f46e8f957,1
70d9ee2447734940905e7ea0a3a777c25a449addcbbf9ea1914e2be7a43fb586,1
8ffa89058f98232106748d1f62cb78cfb5f0ad649661165057394ceca3cf7f6e,1
5417d554a1a41ceb530e96add8e04944207454074a087914aca551af1dd48cd7,1
4134f27d2471d4c0f7316c65849f6cad0adf55d69daa9780347ed74f53c04dae,0
21fa1c556aa6436404bb632323d924bad57f4cee42f7b342417b0a091716ebb6,1
0ef7b71e3f70fe5dc80b49d1d737e22f032b4a2bec4e0fdb5c4ad359e17ae95f,1
a28ff86ba7002ef1e1ea927bb541f998484ebf92310453240df426870231d364,1
a11adcf9259c09f7a4faffcab30f2f8076bf8aed4fec05c145ef586709323ae5,1
44b1a5d330e4aac48c3ffc82e7412ca2c826fa6f5ab9fc167472b635d21676cd,1
1d885332839c9cfc30cf65a5feefaf627992d8bd0808f0c92ead4cbd06bc6301,0
73d3c1b91ee97ba14fa8136d79216f14490a950fd49f8b01a6aef6d113698fdd,0
3691605dd84c048618165fef2d135f2a838b1a40e0063fa3d55c71e45b9e8c82,1
1ba972856c4e87a9e8b1b0d43b1b036ba91f769fe811812fb8e70926b35a3fb4,1
2994c1c57fca0bce875325c810ada93a3b1291eb40774b093de975694602e435,1
a512523b5e6e9a597a60e852a93db6c9d5356b264456753bc8a4ba0c48fefcc5,0
18dd736de730c8f1ef0b2a269f06553d8c41e392a6fac1f51c78305391a49536,1
036549bd66f1b680a06dd0ffb8527ac2c167ecd736e0445a5de6f4af8a532976,1
2a2da4d6267604b93ba0407ddc49e4bb31f26753f681be0902deb3082cb1b5c3,1
b8382fc2891021bcf3d4f66a923d349626d16fd0b9fba4d9896162dc94a53f94,1
6178e70c15ce13375399e184ddc0a88b3a0e2883ef15b6a93d9ea20932c6576f,0
88f1132aea4a77c8e38d0294e54e05117974f479266add91920340c3c3f31f5e,1
ee25c9bb0039062168a350b30e16d26b51272c72701b051a8123dd067f591bfa,1
cca0c3f4a0f2d67b9e4e3a31f97545faad192cea55c801c687921e6cf5fb1606,1
509a1cdac4e210cac6f5973fbb85214fd4465cc1602afdffe4029966eb1b4001,0
c12e636393b1937b7109af6b1552321ab02c4b4ad876ff5526746432f61db0d5,1
5af32b597cde732622b9f35c961cd0912d57c1fdf1f7832a1cfc3febc75559ef,1
9ccb70c0a26600fc41185582ab4a9d81be555716c9435cdc75866182f854db5e,1
0e72e6b50434160bd646bc1531489493dcd9297b36d1021e201748af77fa2d63,1
82b8560358aa9cc75aea23cfc854e055793730928262916ab3dd79e7da7913e9,1
fd02f2e42e33f1b4418516d5908d3c27ada9c9662327dd184ce3fbf1da651829,0
ed68e48aebdbe76756fdc34dbef20362a3023da7982fe2c7f6b676cf07b54f7d,0
d0c546525982948ca90ee7008a45c08ab0b62be9bcbd67ba7c1036309b0fb83f,0
ed96ac2dd384e448932f6917b1d43fcac2beefbc7575cbea9d0e7e17433bf958,1
f3066092268fe6d57e75ac1cd4ff7054834e6ac4e2b996c88d1b4bbfd163ded7,1
b7e54d561167521f58bb51b52cb30c1c58e9e9c2f7a22efc023d52bcc3b0ead9,0
f9117cd8b8e1c3ad58b498c121e66399c366f6a0ce9dbb537120104ea6a5af40,1
f6a6e7ed7c00612ad5bfb53d1c38477738ec34d86b83f5c22591dd4390e91bbc,0
c5db90d8e81a6f36e3e4d896a5911c852387b78d6d43b1edffbb75cb65d3ae94,1
eecdf1455088124625b6c1be2d430c66102e285c01d838117de2838a9c4442c8,1
0a12140b2ee93007fd37ef3d3b860a0c0164e0189adab28ff503f79792156cdf,1
4acf92a8efb4dd3bfe74f7e0d1479c17497cc59e71f8bd1a8da2f12cb9ce7365,1
31312512eeb28bb5d9d10ff235cf0ce4f2232eb345f584c8659feac7c1e9938c,1
2530d81fea7a629ee5b57729f18ecf175f519317cd0807f12fcec52ef59acef7,1
e5840aae4043950c7f6726c22473bf3a6353bda9fb4d28faa45034a9f2e6f61a,1
2151273e33aede628c4dbea278f6a63e3bc087631a9257d1506a54a19dde8aaf,1
4709cf1dd2488191dfaf22788385fa141e664cd65d4d0174139bb159287bad3e,0
b7abf34bcf65b065152dad50e50a1424842ab4a6bd72257b0cd2bb6eb1a20669,1
65dd0ed9ddd903b92ca28f3f8663eda715b3fefbe449e62c7606e7027c009343,1
4ee28fc8a9244800feb477119475b5b9f3d65b612c850dbd19be5c7e4f2479c4,1
324311aa3cb8ce7d2c91e745f61b186ef10a24de3c93b968c93ab578f46058bc,0
f683673e7636b732253636136a59be951f660af218d52a42c86fcb281e9aa918,1
3d42ca2e84a5d3e09f80f86337e0466e7bc8e6b843c2926e2e83ff9dee5da528,1
f604e2727ebd7799c99896291d720e3547d3b63a64dccd9cd86685b47e833646,1
7c9889a1360bc2f01058d59a407e3a5a30bdad611c1ca2a8ae783d9cc95e9b9a,1
bfa8b3c3e1178c7beaa8f04649c9af77f0714300d6c5a9e1a7299fc59bcb9fab,1
5f549a014a0c9589b895b7ddd3ada484adf08e767e9c95f5ca13be9bc464a071,1
67c96514c0fa67c2493aab7f5fabe216030ea3786e105e8b3d9585db415eeefc,1
226b29672d820b432be1fc5cc09bd281c8f31a6ae02950b839a1b5c5eeaeb3a6,1
e253233231dfb80029e5333464f5fef46c0e1b79bd9145eccf548c818fc3aa3e,0
d55bafc33bc61b5bccb0fb945ba03ebff5e722fe75fcb0fcf8c09edb478f920b,0
4267e64badaba698022f49b638fe9468ea6c9f76ab5be7963e10501cfc5a5ec4,0
a6d72f4560ebaf9a7992317423cfa1d70a7793c2e685acc03122668509fa0310,1
3081c4635a48de44c84100f97f0b9a464731c24ab042bf1646267ba81e82744c,1
bae9f3e8f3ca4f6b859d5cce0cf05da49d6cc89ff782a759afed5dd260edc3f8,1
4bc440561790124b037776482602e15bec3d00b16d4f978c4e6c9858d48e2eed,1
1b197c551a654a22a74d1e75ec057a90fc42ec152bd2e9a6f2504afcb7f62ccf,1
740ade4937a5e613363de99cf744caa3b820551f12afceed3feec6960c09fd74,1
1180f80a057ec5a2b31dd1baffbfdf46ae6a42a1890846fa632f6aef388e1a6e,1
fdc26314e7a013383bc21733bbfcc6b293540855058059213aaa5f6645a90fc8,0
6043fab067bab9b3a82adff86bea578e743132779fd0c03a78cd41976109d7ed,1
aef0e5b861b8af7e08c8598206205f1631b19fc615aab1148281df3a38051d59,1
c02d49f47d286cee377a29be4a4b4244baba3e42a94aebc6bd85e274184ffd48,1
3569b46cf897c7c824d0372f272b8ebeeda3d0498f81e6df77dc9cf291f80c66,1
136e3368e27b4f984bb4c29de281c68da76658c7496f1e54fd2f1af00a9e5e26,0
c58a27c0ab7f0d4e9c0bc60a6223ffae3f5e06d68595441d71d82b11f5e0c5d7,1
ee23466bc5cc91a1d9352cbb8d8fca5a8e431d6812db84686ed72ee9abc8bfc8,1
df9b812d0f355a9bf1e21847ac01dac9bfcf60dc321d7184ab5e9ad904118f9f,1
2d00d87e8cea5a4a2cc62220091b3dbcfdea0567de7d3a1309d3de8c8eb52a8e,1
0ef0950b21bf6dffe3385ab673ee73b14f10657d69a548c3343593c1b0fd7d8d,0
65d0400bfbb41bcb9025680063f3ea2487320923830551559f772ec068963f89,1
87cf6514bca0f76a81c9739a8a5071fab6a7a373692eb811599785dc5f6d851a,1
682c02eb83645494420418a53ce8330177814e01361667afc628e401aa78330b,1
011b2695a4feb07769554138570b60cd8b29cae17b9f622566395579d3a75123,1
d1c307ddb5b27b58e6cc764cd3f318972265aab8fd1ef8c2f38fb4ee8a7a38ef,1
cf5ba95de008ca42f239952de293087d082b80d046a5891d1a62e6f8dc99af41,1
b11e7809b45c257fc4c6cb961eb02c0ff4135b03a75f24d8713d261e8cc29053,0
7913fbee2572973dab6227ddcc6bca499fe92de13fd3473683f90085e15e4862,1
626b44d775808e063ac04cb660b9c23cb12928fe42032f5b9662525494e37d9c,1
afa7bb3f2a68c2207360e4f383d33370553b5f1f3e0aa55a406a3ce4cab89ac7,1
5c7fa9659f4851156707940ad04a1bf8dd8d51ddcd915eb5d007a4630836f5cf,0
29b35b5e49ebe0eb0d92e15de47781972004d354b8ebc326f40e387feaf60862,1
9b85fb453e3fdf8a217b0b5410daec80c40d6452a379c192d2c3545a6dec55d6,0
dcceec179c22f20a8b0e5b5482d4aab56e063249e2973e47133060d93ab64bc0,1
d0f8d19d1111593698af90dd97ef4ac1f48866d78efe8f3bddacfca69a8c6a5d,1
098e05f3e813f580a24bcbd932009824cd40cb47951d9c470092a9b66047e317,1
3d3246a737f6a5decf04d2b3b7ce493a7c169f30ae82a7c29f3c0725164003ba,0
971c2ce93f00bdf2bd42388bbb75cb5a4101c5a77b1abc7c06e91d998fab1e7d,1
bfa8814253ae2399847ad6c6b86a42bbe1402e9cd4dc8b0742dbb7c4d29a0b74,1
1e3f17eaefb61f0d3fc83167be51591394e1c564785d2740e239540867718725,0
0500719dc52bd9782d5f2b57f2da1b5f8cc27328d2a895dbe490b543d3101107,1
451da04a00abdbcfb8697ab44894378615b00be41bc4ef892a30caafe557f52f,0
82fc1b36ff2a01a4568355ed4a95936a23004ce0ab6499da308dccf727fa78a2,0
0d31f4d7775f33f22a7d75f03b2589e996e4cc94ceac87a590b5cc3e5ba51999,1
61d7783135858831b1c9388f2e23720da3555a3c7f8a514538ab629ec9f78dd2,1
0faaa213c8e51a929be1158aac09e0febe0718000d1ec8ab0e47991974bbc478,1
498eca4ab88e91ee0b4f134b140e4252f6c8319eeb541c635feb673686ecacce,1
d1d72811f482975e176069446466853fe00b157092761d379fd77df45a7a558a,0
a51411e5257e8035114fd482602175102336eeaa9c14cc81932eff67e4e7e038,1
1c7c96c0fc1d93b30e7b16540fb7849c960bdde6b42fff7da785c9c974565d13,1
ca9b67cdf14a96a77709d6b2a71b639bfee6cd6f0ab8fcdf0b6da59d8e62b315,1
98a5abd51b2ea133748d75ad3f9571e87e5d0bf3eb6ba3152fe4bb23e56e004c,1
d6586f4f60dafa1c96c3080ecc10ac6d5cd9bfac487dce3a6be07ec868f7e6ce,1
c81eef6371e68bf5b2cc949281aa254a679dfa4b17ad8e1f90a25392b6ce764c,1
5e3f23a88249183e436b2f6d9578c1222e214129d47f751596d4db43d9ec8e1d,1
daa64d2757a15ec89f99b8fd28b90b9c893f0da39b6379dcecc4283fc541a9fa,1
48d182157a6b90620d83ccc6cb8032aa79ec1348b073c816a179174a6d22ccde,1
536437fa06849031a4e573a4e685a81c6166ff8bf5de391f4b6eb8188b04f7a9,1
d894a99e0e5f5ed48ed39e23cb6251bc500ddd323ba9740003a9994be8ff2915,1
98b6bb59e57dfa16e21e8cd3431442c3ae034f40777998ae53e030ed16365f14,0
911bf5d7af8abe74a1e8be8ed02350c0eb61920380ef60706ceb308fb84a9117,0
df8ce6f4ce2ab344a66c965d1c1b57aba1fcfc2bba4695625bc6a805618b6b31,1
5f01ec58bc914163f4baee9a057ab24f4dfbc93e046186940036c99488caed2a,1
bd8678162b26ebb49d06f14353edcc36e703314d714b976d1f8633f28c9f9b46,1
53cac28cbb8a38cf7de6f2affbcd3f8092ea271aba337fc864b876fb93e0d5e4,1
6cb5eb85292230127105b19ddb19d7f1db993ffe41b5e751491c5fcfb7e2e894,0
36efcd09dc6f3fb1713c22cdc8ae2b0c3daf85b42d882f91910b3d769ec30665,1
2c9ff258ea0d5a2e9fe58d192c25db645b3da1bd59f6aabfdfa29609924c5106,1
fcc47b488401341e8f3db797cfe6278680b65ba1ea764162d34d87fa6c30b8e6,1
46b740d5b14b4622f3e7079013c88251c9738d90ae19aa840a8e0061abbc6de3,0
2f47ceaf3c0544009fc5771f4959ed7a32b1707e8193e417336f1ed79d60284d,0
40e6fb8b42a781a1f04f45b670a78a6402261776c2a0c7f9720f3b9ff23593bd,1
6a3abfb482d8854114847d5b6ac9a1a868e87e438a986634ee4309036688d38e,1
1af0c4f3ae7fbe162add25eabdae0d3457a0d2ae2084f4f0f8d64a679a4f3323,1
3ff709ff8d40d73d18ffe394e052faecdc0c0fa6ca45ca7fb9cf68403afbc3ec,1
61bfae1a2bd253ab791a967ec120011506ebb36f8151948b42d37e76f20e5683,0
f93a053b3561262d6ba1d9c7accba8701f1ee587a69e1c0abcd74c58b84c81f7,1
cd0baf6e28e3abc512c0e14846d2ec912f766c59ab0902eaaa3f8ab711d42842,0
7357a59ad83603b9d9ace252ed147346335bf05f3fc7005804623e95cb79cd09,1
ebb9e671fefef42143e818078da4a0bb46d5d91ebf3764c25112dd72f0d08ed9,1
8e6a679f4d0004e330d8ade4d75f4e7c214889bf73989bc08c6187dcd4ecb411,0
ead498ee40fdcccd56d7340f73eea6a8a74b6c10d4aecd2a503139953a91d9c4,1
f797b593f8c81f9d3c9bd84394abf705486f106724b57045f078ffd5afcd941e,1
b8907f3a8f3308ddf75411537f02bbee5668fa374dce1e2200153c25717e18c6,0
e857886367732ff6bb4897aab8ebfdd6b0912f8ef0212c8ff670d45812fa2159,1
59ac95598f7a6656421aedf6ced0b971c36387bc564931598cdad8bc249fb4dc,1
35d9445ed1d6f38ecdfa4a81620b0d9fbbc62fde0a6e66213d0243cc52d2330c,1
78c37f01ff691c3cfad713ad1a182816078748bddf7c4e74db8c23b4bd3850fc,1
f1b5cbc0de88da32ef55ec86b7e9bf742de7e6b9eaa9e526f5b6481488433a9d,1
68bc632e179b230e3a91bc1bbf42f3423d9705310a4fead30c88a9a4d4c7e2aa,1
2033a10d798580c7f55520df86e95d9aee8dced0e7ab65bac64d30786c7f4efb,1
71e01ce29a69923a6cd0890f5cb6b94f8e8fad4604621084409371f6c6f806e5,1
28161d9e46a2c19a871dc21acba144da048ec4145182e0eec2e2792a8f8d1c0f,1
1a9300bb235df864bf100fd006600153d24745fedba0c90cdc800c766c093232,1
117d8fd6a898966e8088f59a33ca2b8988331603ffae5fe2d6f961a11d19fd55,1
04bb770c19bd8830dbdbae03f77ac33c6b61093103ef10e1948ae73c47268d5b,0
b484a628e8624a77dfe7dc1048a67bb4fc17ff9d15e8538fe89c18c63bcd2b0b,0
328c41bca0cd4677b525aaa30d80613e35f8429357c56fbaf9168b6d04fe0bee,1
120a9d97175eaedf22870d82ddcf468a8c7b22d3962641a014df4c799bfb195f,1
60729979368d0721a44746c3853e6e5b04d6d7ae99663fe15ac936346bc44205,1
1017f97cb2b1b7a8837f8467bdadc1a34c64da95ba8d9a18febfb5f3098262c1,0
0ad8575f76a32f19ce74bb2af77f96aab54c9235ce7c7a77c6230ad33bdf5d71,1
11cdd5900478cb2bea4ff7cf214047079f0182f68f13c52cd64f3fe868a228f8,1
a020b9d82c77e981b3bd94c957d000404399a1cc4f3c4a4be618303948cf3a92,1
0c76000ced3caa7e41442343842398caf8d98a6dd781f5391537287cf8280a65,1
b7a360baff47527d14daba6c7df6073fbcdef2246553a13e6608a3123131fbc2,1
73321052b1a4fa39203dca30b65325c1c6db236588670d05af38cfe9447ac377,1
c336e1be3ed8d11adeced03cf962afa38497e3c4cf1b3bb3daa09843de629c2c,1
53482c575178a098a5b522a627958b06382951df8c21f0cf62c350a143dea788,1
6d0c001f33b9ad90c1177fb69e6b29e6e4d4f39796aedb50a69c63f95fde542a,0
e278b7955fa5accb49ff41233cbe5e9a8a21f5e48c747ac72a1c0e0583996a15,1
f07bd7ae47bb865e7b129dbf44c7713cf4a3272d2357f897c5c67bf0496848a8,1
fa957375df7d80d3ea18fb0dca6659c0d03530fe168632f5fece8cded59d1fb0,1
5bdc2bc4e4c978b9a27d212290bbbf511560d5865fb89b750841b9be00469a34,0
8f83807ebfaa053e8f5c74215fcf24dbbb40132f5e43dd138b8e3518fbadb46d,1
eb2494f078e55a70d78f418aab0f93f4da2b97350579c5da6dc357379587d67a,1
87f1e13684956cd579f14520ff162cf19bfe4a3b2d09aa8390197c73d0f8d9bc,1
ea49d9fd8fb9161e509ab48ab69b4eee238a86d7feed557d90ab11eb4a1f2e69,0
22409d81e9feecb0eb6f20cbcf49d9029d70054ab9739a9de37a72d6e5e245fc,0
9ecca4756d4103c3df0a87644da1234cab0f97bfb6fa15b6eac39ea02e181b65,1
c1c45b9e5dc92ac5f4ff47dd5a5bdecbfa84b25a6d8ba76cb4ba48cf2e1d1e14,1
35f08b70aafc0280520da059eb0b740373b6bc2e7af4232739979f2828918541,1
063d088f3abba2fe6d21631853dec57df57a63f3812259571cb0b5beb9a52338,1
bf0009bd05966944d7f7d172c9e51581e1a128a50b5dad237cb64548c22e0117,1
819ceca88dc03f828dbe939688750bb243fdbc845d4aec809a4462d8a8590096,0
fb0680fca701a5a1bbb5547ffed50840b8262887b4ce9a23dd08b4fb07ba53e5,0
1bb29f4b5e5166521d7a45edbd75e0c72591f557dddb140fc870abf1aeef5a47,1
d8a48c539c035d07b9561014dbfd887c2bea5fae020dbc17a66c091a37ca264a,1
